nome_personagem,nivel,raca,classe,forca,destreza,constituicao,sabedoria,inteligencia,carisma
Danis Stormwind,9,Orc,Feiticeiro,13,9,9,11,12,8
Dror Silverfrond,11,Tiefling,Druida,13,10,8,15,15,16
Minsc Ironfist,8,Halfling,Guerreiro,18,15,17,19,10,18
Abdirak Stonefoot,8,Dragonborn,Monge,11,15,18,17,18,16
Minsc Stonefoot,1,Halfling,Monge,19,8,12,14,18,11
Orin Shadowdancer,5,Anão,Guerreiro,8,15,16,18,13,16
Minthara Starseeker,7,Meio-Elfo,Ladino,12,17,19,18,13,17
Brem Spellweaver,6,Elfo,Patrulheiro,18,9,19,14,14,8
Jaheira Stoutbeard,5,Meio-Elfo,Mago,16,19,12,8,18,12
Brem Darkweaver,8,Tiefling,Feiticeiro,15,14,19,13,10,8
Bhaal Goldseeker,3,Dragonborn,Patrulheiro,15,13,18,11,15,11
Abdirak Firebrand,6,Halfling,Druida,12,9,17,17,15,19
Nere Brightwood,5,Humano,Monge,19,12,16,17,16,12
Blurg Goldseeker,8,Meio-Elfo,Monge,16,14,19,17,15,18
Wyll Swiftfoot,4,Anão,Guerreiro,10,15,17,18,10,10
Brem Moonbreeze,8,Orc,Monge,10,10,13,19,13,9
Alfira Stonefoot,10,Anão,Ladino,8,8,10,9,16,13
Omeluum Starseeker,2,Humano,Patrulheiro,16,14,11,17,8,18
Kagha Goldseeker,9,Orc,Monge,13,12,11,14,10,10
Minthara Ansur,9,Githyanki,Clérigo,9,12,8,16,9,17
Roah Nightbreeze,10,Orc,Bruxo,15,14,10,12,19,8
Volothamp Goldseeker,10,Anão,Clérigo,19,8,10,15,15,18
Alfira Brightwood,6,Elfo,Guerreiro,16,15,8,12,13,12
Omeluum Windrunner,4,Githyanki,Druida,16,19,16,14,17,9
Minthara Firebrand,4,Anão,Bruxo,9,17,18,14,18,9
Mizora Ansur,6,Anão,Bardo,9,12,8,16,18,11
Karlach Moonbreeze,5,Gnomo,Clérigo,14,15,16,10,15,11
Voss Del'Vyre,6,Dragonborn,Ladino,18,17,8,8,9,11
Raphael Ironfist,7,Halfling,Mago,11,17,9,9,18,14
Mizora Anchev,7,Dragonborn,Druida,8,12,9,19,13,8
Bex Shadowdancer,9,Humano,Druida,15,19,13,13,14,15
Elminster Brightwood,8,Anão,Ladino,9,14,14,17,15,19
Danis Firebrand,6,Humano,Ladino,10,17,18,17,16,17
Blurg Moonbreeze,12,Meio-Elfo,Clérigo,12,10,8,19,12,16
Orin Ansur,6,Tiefling,Bruxo,10,9,10,16,18,17
Voss Silverfrond,5,Humano,Guerreiro,14,13,9,10,10,13
Dror Bloodaxe,1,Halfling,Monge,14,12,15,17,9,11
Halsin Nightbreeze,9,Humano,Feiticeiro,9,16,16,9,15,13
Dammon Nightbreeze,9,Gnomo,Druida,14,17,9,18,8,17
Viconia Stoutbeard,9,Githyanki,Clérigo,18,11,9,8,17,14
Minthara Stoutbeard,11,Meio-Elfo,Clérigo,13,18,17,9,13,13
Minsc Moonbreeze,8,Gnomo,Clérigo,17,10,16,10,9,18
Gortash Ansur,10,Anão,Paladino,16,16,11,14,10,8
Ketheric Ironfist,3,Gnomo,Patrulheiro,16,15,12,9,15,12
Roah Stoutbeard,1,Elfo,Mago,9,13,18,12,8,15
Shadowheart Swiftfoot,11,Anão,Guerreiro,14,8,16,9,13,15
Voss Darkweaver,12,Tiefling,Bardo,12,17,13,14,10,19
Halsin Ironfist,12,Gnomo,Patrulheiro,13,19,17,17,13,17
Bex Hallowtide,8,Githyanki,Clérigo,8,18,19,15,10,16
Volothamp Ironfist,7,Tiefling,Bruxo,14,8,16,15,18,11
Gale Spellweaver,5,Humano,Clérigo,13,19,16,15,18,17
Kagha Ansur,10,Gnomo,Bruxo,11,13,14,17,15,13
Viconia Stonefoot,7,Meio-Elfo,Ladino,8,10,19,16,12,14
Kagha Stonefoot,10,Dragonborn,Feiticeiro,16,10,17,8,11,12
Brem Stoutbeard,4,Humano,Paladino,11,13,16,19,16,18
Alfira Starseeker,9,Orc,Feiticeiro,9,10,12,8,12,15
Wyll Sunstrider,11,Elfo,Druida,15,18,12,17,19,10
Abdirak Cliffgate,10,Meio-Elfo,Guerreiro,9,17,19,9,11,15
Sazza Windrunner,2,Meio-Elfo,Guerreiro,12,13,15,18,15,12
Dammon Stormwind,9,Tiefling,Bardo,18,12,17,13,15,8
Kagha Cliffgate,9,Dragonborn,Monge,13,11,11,8,15,13
Omeluum Ravengard,5,Githyanki,Bardo,18,15,16,12,11,9
Rath Silverfrond,11,Tiefling,Ladino,15,9,14,12,8,14
Blurg Darkweaver,1,Dragonborn,Patrulheiro,18,19,14,11,9,16
Mizora Windrunner,7,Gnomo,Bardo,8,18,10,18,11,10
Omeluum Stoutbeard,10,Elfo,Guerreiro,8,14,11,12,17,17
Gale Brightwood,10,Humano,Paladino,19,11,14,19,9,11
Minsc Spellweaver,4,Meio-Elfo,Feiticeiro,11,9,18,8,18,11
Jaheira Del'Vyre,9,Githyanki,Ladino,12,14,18,18,17,11
Mizora Darkweaver,6,Tiefling,Druida,16,8,12,18,10,10
Lae'zel Ironfist,3,Elfo,Bardo,18,11,19,13,16,12
Kagha Sunstrider,6,Humano,Bruxo,14,16,10,14,16,16
Wyll Spellweaver,10,Elfo,Paladino,14,11,8,15,18,18
Ketheric Stonefoot,6,Meio-Elfo,Feiticeiro,15,19,14,9,16,15
Shadowheart Darkweaver,5,Gnomo,Mago,12,10,13,14,14,17
Karlach Anchev,2,Githyanki,Guerreiro,12,17,17,13,11,9
Nere Stoutbeard,10,Dragonborn,Clérigo,8,17,14,16,8,19
Dammon Darkweaver,10,Orc,Druida,16,9,9,15,10,16
Bex Hallowtide,2,Githyanki,Guerreiro,13,10,19,18,15,19
Jaheira Spellweaver,7,Dragonborn,Ladino,16,8,11,11,11,17
Sazza Cliffgate,2,Tiefling,Bruxo,10,17,9,16,17,9
Jaheira Darkweaver,12,Gnomo,Bardo,12,15,15,8,17,14
Gale Sunstrider,6,Dragonborn,Feiticeiro,9,8,14,18,9,12
Gale Cliffgate,5,Gnomo,Ladino,17,10,8,13,15,14
Danis Anchev,4,Elfo,Paladino,12,10,9,15,14,12
Lae'zel Cliffgate,7,Githyanki,Feiticeiro,15,9,9,18,18,19
Shadowheart Starseeker,8,Githyanki,Feiticeiro,18,12,11,18,17,13
Cora Ravengard,4,Meio-Elfo,Bruxo,9,17,10,11,16,15
Shadowheart Darkweaver,1,Githyanki,Clérigo,15,10,8,9,9,8
Sazza Goldseeker,1,Elfo,Monge,11,10,19,18,12,18
Elminster Dekarios,1,Meio-Elfo,Bardo,17,15,9,9,13,19
Voss Windrunner,11,Gnomo,Druida,17,11,18,17,9,8
Raphael Spellweaver,1,Anão,Guerreiro,8,11,16,8,9,12
Cora Ironfist,5,Dragonborn,Bruxo,12,10,8,12,17,8
Aradin Dekarios,4,Humano,Bardo,8,18,16,13,11,10
Jaheira Silverfrond,9,Gnomo,Druida,14,8,14,11,15,17
Danis Goldseeker,3,Elfo,Patrulheiro,15,15,9,11,18,16
Omeluum Spellweaver,7,Gnomo,Ladino,10,8,9,12,12,14
Karlach Brightwood,11,Humano,Guerreiro,10,14,12,12,16,19
Ketheric Dekarios,8,Elfo,Feiticeiro,14,12,12,16,11,13
Ragzlin Starseeker,6,Githyanki,Mago,11,11,11,15,10,15
Zevlor Bloodaxe,12,Gnomo,Patrulheiro,10,11,19,16,17,15
Bhaal Darkweaver,10,Dragonborn,Druida,15,15,17,10,15,13
Aradin Del'Vyre,1,Tiefling,Patrulheiro,10,18,17,10,8,11
Bhaal Bloodaxe,8,Githyanki,Bardo,14,18,19,8,16,11
Sarevok Stoutbeard,10,Githyanki,Bruxo,9,13,10,17,11,11
Elminster Sunstrider,3,Anão,Mago,18,19,11,13,18,13
Bhaal Ansur,8,Tiefling,Feiticeiro,18,8,17,11,16,8
Sarevok Swiftfoot,12,Halfling,Monge,8,17,11,18,15,19
Jaheira Stormwind,4,Tiefling,Bruxo,19,15,9,15,10,9
Barcus Shadowdancer,8,Anão,Monge,13,9,12,9,10,13
Gale Stoutbeard,11,Orc,Feiticeiro,15,13,12,18,16,18
Bhaal Ansur,1,Humano,Druida,8,16,12,9,10,8
Aradin Moonbreeze,3,Anão,Clérigo,17,8,18,14,11,16
Cora Stoutbeard,6,Orc,Bruxo,19,13,18,12,16,19
Dror Sunstrider,9,Meio-Elfo,Druida,16,15,17,8,19,13
Rath Shadowdancer,2,Githyanki,Bardo,10,17,8,14,11,14
Karlach Stormwind,11,Halfling,Monge,10,9,13,14,18,19
Barcus Dekarios,1,Anão,Druida,11,12,18,17,10,8
Rath Cliffgate,10,Dragonborn,Guerreiro,18,13,9,13,14,15
Astarion Moonbreeze,3,Halfling,Monge,8,12,14,11,13,19
Aradin Brightwood,4,Meio-Elfo,Bardo,16,10,11,19,8,19
Bex Firebrand,11,Elfo,Guerreiro,18,11,12,15,17,19
Barcus Shadowdancer,5,Dragonborn,Druida,10,14,12,19,15,19
Lae'zel Sunstrider,3,Elfo,Patrulheiro,17,11,12,18,8,19
Danis Moonbreeze,10,Dragonborn,Paladino,11,16,9,9,11,12
Volothamp Sunstrider,11,Halfling,Bruxo,8,18,12,9,13,12
Jaheira Starseeker,2,Dragonborn,Mago,11,19,10,9,13,13
Kagha Bloodaxe,2,Halfling,Bardo,8,17,11,10,14,14
Dammon Silverfrond,7,Humano,Clérigo,12,9,9,13,18,14
Mizora Nightbreeze,9,Elfo,Mago,12,12,11,8,19,12
Bhaal Anchev,10,Gnomo,Druida,18,15,16,18,12,8
Sarevok Del'Vyre,2,Meio-Elfo,Guerreiro,14,12,15,9,12,18
Sazza Sunstrider,7,Dragonborn,Monge,15,17,18,17,11,16
Raphael Windrunner,7,Halfling,Mago,11,19,19,9,13,13
Gortash Swiftfoot,11,Meio-Elfo,Feiticeiro,14,15,10,19,14,16
Omeluum Brightwood,7,Orc,Guerreiro,11,15,8,8,17,18
Mizora Goldseeker,3,Tiefling,Paladino,10,16,8,10,17,11
Cora Stoutbeard,12,Dragonborn,Monge,13,17,13,17,8,9
Shadowheart Swiftfoot,7,Anão,Bruxo,11,13,10,14,16,10
Bex Darkweaver,1,Githyanki,Patrulheiro,10,19,11,8,15,19
Shadowheart Del'Vyre,10,Gnomo,Feiticeiro,16,11,8,14,14,11
Nere Sunstrider,1,Humano,Paladino,12,19,15,12,16,17
Minsc Ravengard,5,Halfling,Monge,14,18,8,16,10,19
Astarion Del'Vyre,2,Halfling,Paladino,19,10,12,9,17,15
Viconia Shadowdancer,9,Tiefling,Bruxo,13,19,13,8,11,10
Gale Spellweaver,7,Tiefling,Guerreiro,17,12,9,16,14,15
Cora Firebrand,4,Gnomo,Monge,12,13,14,15,13,13
Abdirak Del'Vyre,4,Dragonborn,Druida,14,10,14,17,9,11
Wyll Moonbreeze,2,Elfo,Bardo,18,9,8,13,9,14
Volothamp Brightwood,5,Tiefling,Mago,13,14,11,12,17,18
Lae'zel Stonefoot,4,Orc,Feiticeiro,17,18,19,15,14,12
Voss Moonbreeze,12,Tiefling,Patrulheiro,9,12,11,15,16,12
Danis Firebrand,1,Anão,Ladino,10,16,12,12,18,16
Orin Anchev,12,Orc,Clérigo,9,10,8,19,19,10
Danis Starseeker,8,Elfo,Guerreiro,19,15,8,14,16,17
Blurg Stormwind,3,Anão,Bardo,10,13,14,8,14,11
Sarevok Goldseeker,6,Anão,Clérigo,8,11,16,11,18,12
Sazza Moonbreeze,4,Gnomo,Ladino,15,19,8,9,15,8
Volothamp Starseeker,9,Tiefling,Monge,13,19,9,17,17,14
Voss Dekarios,7,Meio-Elfo,Feiticeiro,9,16,13,10,10,15
Aradin Starseeker,9,Orc,Paladino,15,12,13,19,8,13
Brem Shadowdancer,10,Humano,Feiticeiro,13,17,9,8,14,16
Aradin Starseeker,3,Meio-Elfo,Bardo,14,13,16,18,15,10
Gortash Shadowdancer,1,Githyanki,Patrulheiro,18,16,11,18,9,9
Lae'zel Ansur,5,Humano,Bruxo,8,14,14,9,16,12
Gale Windrunner,3,Dragonborn,Druida,14,19,13,8,11,16
Bhaal Nightbreeze,6,Elfo,Mago,10,12,18,15,17,18
Halsin Anchev,8,Gnomo,Paladino,18,9,18,11,18,8
Gortash Del'Vyre,11,Meio-Elfo,Guerreiro,19,11,10,10,16,8
Minsc Stonefoot,4,Tiefling,Clérigo,15,9,15,8,10,17
Orin Nightbreeze,5,Elfo,Guerreiro,13,10,14,9,15,10
Bex Goldseeker,5,Anão,Guerreiro,11,17,16,10,18,17
Voss Spellweaver,4,Orc,Bardo,18,19,10,10,9,10
Shadowheart Goldseeker,4,Githyanki,Bruxo,15,10,8,13,10,12
Nere Windrunner,4,Gnomo,Clérigo,16,11,9,17,8,11
Shadowheart Stonefoot,4,Anão,Clérigo,17,13,19,15,12,13
Voss Ansur,4,Elfo,Clérigo,9,19,18,13,11,19
Volothamp Goldseeker,5,Orc,Guerreiro,13,10,19,9,8,15
Gortash Cliffgate,2,Githyanki,Bardo,12,17,8,9,17,15
Barcus Firebrand,2,Anão,Guerreiro,12,8,18,14,16,18
Volothamp Bloodaxe,9,Githyanki,Druida,17,8,12,8,13,11
Minthara Goldseeker,2,Elfo,Druida,18,16,17,8,13,8
Roah Firebrand,6,Tiefling,Clérigo,10,16,9,14,18,14
Shadowheart Bloodaxe,2,Halfling,Bruxo,19,12,10,16,9,13
Roah Nightbreeze,5,Dragonborn,Feiticeiro,15,16,15,12,14,12
Mizora Stonefoot,4,Dragonborn,Bruxo,15,18,17,18,19,11
Omeluum Sunstrider,12,Anão,Clérigo,19,14,12,8,19,13
Zevlor Nightbreeze,7,Anão,Monge,12,16,11,12,16,15
Gortash Ravengard,7,Dragonborn,Patrulheiro,15,19,12,18,13,13
Astarion Cliffgate,6,Meio-Elfo,Feiticeiro,17,14,17,8,18,10
Bhaal Spellweaver,10,Tiefling,Clérigo,15,16,13,17,15,16
Gale Ironfist,5,Dragonborn,Bardo,10,9,19,19,19,10
Voss Shadowdancer,1,Dragonborn,Bardo,9,18,14,16,12,11
Lae'zel Moonbreeze,12,Orc,Bardo,16,18,16,11,9,12
Roah Firebrand,3,Anão,Clérigo,9,15,8,16,11,18
Ketheric Starseeker,9,Githyanki,Bardo,16,14,11,9,19,9
Raphael Dekarios,1,Orc,Bardo,11,13,19,14,8,18
Jaheira Stormwind,5,Anão,Ladino,19,12,19,19,8,17
Bex Stonefoot,2,Dragonborn,Ladino,9,11,16,9,13,18
Raphael Del'Vyre,4,Gnomo,Mago,17,14,12,19,9,17
Wyll Windrunner,11,Halfling,Monge,8,10,15,11,13,9
Roah Stoutbeard,1,Anão,Paladino,11,15,19,13,8,13
Orin Starseeker,3,Halfling,Guerreiro,16,9,8,9,18,9
Wyll Del'Vyre,10,Humano,Bardo,19,8,11,9,17,17
Sarevok Stoutbeard,7,Tiefling,Mago,16,18,19,9,10,8
Dammon Stormwind,10,Dragonborn,Druida,11,9,19,10,16,15
Dammon Swiftfoot,3,Githyanki,Bruxo,16,16,16,12,9,17
Dror Nightbreeze,4,Meio-Elfo,Paladino,19,12,8,16,15,17
Ketheric Goldseeker,2,Githyanki,Mago,13,18,8,13,13,8
Zevlor Spellweaver,3,Orc,Feiticeiro,8,15,11,19,19,17
Gortash Stoutbeard,9,Halfling,Bruxo,17,10,10,16,13,13
Barcus Starseeker,3,Orc,Clérigo,13,14,14,17,14,19
Volothamp Ironfist,11,Gnomo,Monge,16,9,18,12,12,8
Ragzlin Ravengard,5,Humano,Ladino,9,15,10,18,19,15
Lae'zel Silverfrond,2,Githyanki,Clérigo,13,14,8,13,18,12
Dammon Stonefoot,4,Githyanki,Feiticeiro,9,19,19,17,11,10
Ragzlin Starseeker,12,Gnomo,Clérigo,11,12,18,19,13,12
Shadowheart Ravengard,7,Dragonborn,Mago,15,19,17,15,15,8
Cora Sunstrider,7,Anão,Monge,14,18,9,10,11,8
Alfira Silverfrond,12,Halfling,Patrulheiro,18,11,17,9,12,19
Zevlor Cliffgate,3,Halfling,Bardo,19,8,11,10,14,11
Karlach Ravengard,5,Tiefling,Monge,16,12,8,16,13,16
Alfira Brightwood,1,Tiefling,Mago,14,19,8,13,11,16
Raphael Shadowdancer,10,Tiefling,Bruxo,8,16,19,17,11,8
Minthara Anchev,10,Halfling,Paladino,9,17,15,19,17,10
Roah Ansur,10,Anão,Bruxo,13,11,14,11,11,19
Shadowheart Stoutbeard,11,Dragonborn,Clérigo,14,16,15,17,8,11
Viconia Darkweaver,1,Humano,Druida,10,19,11,10,12,9
Zevlor Ironfist,5,Humano,Druida,16,9,13,9,15,14
Orin Moonbreeze,10,Gnomo,Druida,14,11,10,11,14,10
Minsc Moonbreeze,9,Elfo,Monge,13,16,18,16,12,8
Cora Hallowtide,1,Meio-Elfo,Patrulheiro,13,11,15,11,10,8
Alfira Silverfrond,1,Anão,Patrulheiro,8,12,11,19,18,10
Minsc Stoutbeard,4,Elfo,Patrulheiro,12,18,10,12,8,13
Voss Windrunner,4,Orc,Monge,17,15,11,15,14,11
Bex Brightwood,2,Tiefling,Guerreiro,10,8,13,9,18,8
Minsc Hallowtide,9,Orc,Patrulheiro,14,8,18,19,10,14
Dror Stonefoot,9,Humano,Mago,17,16,14,18,11,9
Halsin Sunstrider,2,Meio-Elfo,Ladino,10,16,14,10,12,19
Bhaal Firebrand,9,Elfo,Guerreiro,12,11,19,13,19,12
Bhaal Anchev,6,Githyanki,Bruxo,14,9,11,19,15,15
Mizora Starseeker,8,Dragonborn,Druida,10,16,15,14,14,14
Wyll Goldseeker,10,Meio-Elfo,Guerreiro,17,11,14,11,16,18
Wyll Nightbreeze,4,Halfling,Bardo,9,13,9,8,18,19
Kagha Moonbreeze,2,Meio-Elfo,Monge,13,19,15,14,10,15
Rath Ansur,2,Gnomo,Guerreiro,15,8,16,19,18,17
Elminster Starseeker,9,Halfling,Monge,11,19,12,16,17,18
Blurg Windrunner,1,Elfo,Ladino,16,16,11,8,8,13
Kagha Stoutbeard,12,Orc,Clérigo,19,12,11,8,8,14
Ragzlin Ravengard,7,Dragonborn,Patrulheiro,19,10,11,8,19,16
Omeluum Firebrand,11,Gnomo,Bruxo,15,11,13,17,17,13
Sazza Ansur,3,Meio-Elfo,Paladino,14,8,18,14,8,16
Kagha Ansur,3,Humano,Monge,14,16,11,18,9,19
Blurg Nightbreeze,2,Halfling,Bardo,10,15,14,16,9,9
Voss Swiftfoot,10,Elfo,Mago,13,11,14,10,14,9
Halsin Windrunner,6,Elfo,Clérigo,12,9,12,15,16,9
Nere Swiftfoot,10,Githyanki,Clérigo,8,16,12,16,15,13
Dror Stonefoot,2,Orc,Ladino,18,11,17,10,11,9
Danis Firebrand,10,Tiefling,Druida,10,16,15,19,9,10
Gortash Spellweaver,4,Gnomo,Paladino,19,17,14,19,10,15
Halsin Windrunner,10,Humano,Druida,8,10,14,10,17,15
Blurg Cliffgate,9,Orc,Bruxo,11,14,13,8,12,18
Danis Del'Vyre,9,Elfo,Clérigo,17,14,14,9,16,19
Karlach Silverfrond,6,Tiefling,Paladino,10,17,14,14,15,11
Shadowheart Shadowdancer,4,Meio-Elfo,Ladino,18,11,17,10,19,16
Nere Stoutbeard,7,Elfo,Druida,11,9,9,14,10,15
Bex Firebrand,1,Gnomo,Feiticeiro,16,18,17,12,16,8
Sazza Spellweaver,12,Dragonborn,Feiticeiro,10,16,9,17,17,15
Orin Spellweaver,4,Dragonborn,Patrulheiro,19,11,17,15,10,8
Bex Windrunner,5,Elfo,Paladino,13,15,14,12,17,11
Minthara Silverfrond,8,Gnomo,Paladino,13,9,17,10,19,17
Cora Spellweaver,12,Halfling,Monge,14,15,14,16,15,13
Kagha Cliffgate,2,Tiefling,Patrulheiro,16,18,14,14,8,14
Karlach Spellweaver,12,Anão,Guerreiro,19,17,12,12,11,17
Astarion Shadowdancer,5,Elfo,Paladino,14,12,8,14,11,11
Ketheric Bloodaxe,6,Orc,Clérigo,8,14,9,18,13,15
Bex Silverfrond,5,Meio-Elfo,Ladino,15,14,16,17,19,15
Abdirak Cliffgate,9,Githyanki,Bruxo,12,19,15,16,19,16
Bex Del'Vyre,10,Orc,Bardo,16,16,15,12,9,13
Volothamp Bloodaxe,1,Dragonborn,Patrulheiro,17,10,17,14,14,11
Blurg Bloodaxe,3,Githyanki,Mago,19,17,8,18,12,9
Dammon Firebrand,2,Halfling,Bardo,12,11,13,16,17,14
Omeluum Stoutbeard,12,Halfling,Bardo,12,17,16,8,13,17
Elminster Firebrand,3,Tiefling,Clérigo,19,11,15,11,18,10
Voss Windrunner,10,Tiefling,Druida,19,17,10,8,13,18
Viconia Silverfrond,9,Humano,Bardo,9,12,11,15,19,19
Bex Spellweaver,9,Halfling,Ladino,19,13,10,10,18,10
Abdirak Stonefoot,10,Dragonborn,Feiticeiro,18,10,13,9,13,10
Wyll Sunstrider,2,Tiefling,Bardo,10,11,16,11,17,11
Raphael Del'Vyre,3,Elfo,Druida,17,10,15,18,19,9
Volothamp Cliffgate,4,Dragonborn,Monge,16,9,17,10,15,12
Rath Ravengard,9,Elfo,Paladino,14,17,11,18,17,10
Voss Windrunner,3,Orc,Guerreiro,8,19,9,12,11,17
Ragzlin Spellweaver,7,Humano,Clérigo,10,16,15,15,17,12
Ragzlin Starseeker,12,Meio-Elfo,Monge,19,8,15,17,15,19
Sazza Nightbreeze,3,Meio-Elfo,Ladino,9,9,19,15,16,14
Bex Anchev,7,Gnomo,Ladino,8,15,18,18,11,16
Ketheric Firebrand,7,Meio-Elfo,Druida,16,14,13,14,8,9
Elminster Ravengard,9,Tiefling,Bruxo,15,19,15,15,10,16
Minsc Goldseeker,2,Dragonborn,Clérigo,12,8,16,12,8,17
Astarion Cliffgate,6,Meio-Elfo,Clérigo,18,12,8,17,14,13
Shadowheart Cliffgate,9,Githyanki,Monge,19,17,16,17,19,19
Ragzlin Stormwind,12,Humano,Bardo,9,13,9,18,8,13
Mizora Stormwind,12,Meio-Elfo,Paladino,8,12,8,19,18,18
Minthara Dekarios,2,Meio-Elfo,Bardo,14,11,15,18,11,10
Rath Spellweaver,2,Tiefling,Bruxo,18,8,15,13,8,17
Bex Nightbreeze,5,Halfling,Patrulheiro,18,14,18,15,9,16
Dror Bloodaxe,10,Anão,Patrulheiro,9,16,11,8,18,11
Viconia Bloodaxe,10,Elfo,Mago,8,13,15,13,8,12
Raphael Silverfrond,12,Tiefling,Feiticeiro,9,10,14,13,12,10
Jaheira Hallowtide,10,Meio-Elfo,Monge,14,17,9,18,14,12
Danis Moonbreeze,8,Tiefling,Druida,14,11,12,12,10,15
Jaheira Starseeker,11,Orc,Bruxo,17,17,17,11,15,15
Orin Firebrand,9,Tiefling,Paladino,13,12,11,8,12,15
Elminster Darkweaver,2,Elfo,Clérigo,12,19,10,18,12,13
Cora Ironfist,5,Tiefling,Ladino,10,19,8,17,12,8
Brem Firebrand,7,Gnomo,Bruxo,19,8,12,18,15,18
Alfira Moonbreeze,6,Orc,Paladino,10,12,17,15,9,17
Karlach Del'Vyre,6,Anão,Bruxo,18,8,15,13,9,19
Dammon Spellweaver,7,Halfling,Bardo,19,16,19,10,19,13
Astarion Del'Vyre,3,Dragonborn,Mago,16,14,16,19,15,19
Cora Darkweaver,3,Halfling,Paladino,11,10,14,10,16,18
Blurg Goldseeker,10,Meio-Elfo,Bardo,16,16,19,19,18,17
Jaheira Dekarios,9,Elfo,Monge,11,9,18,13,19,14
Ketheric Del'Vyre,8,Gnomo,Feiticeiro,9,19,8,19,17,16
Jaheira Shadowdancer,5,Gnomo,Ladino,11,14,8,14,17,19
Cora Moonbreeze,6,Tiefling,Druida,13,16,8,15,9,15
Astarion Stoutbeard,11,Dragonborn,Mago,13,13,9,12,11,18
Brem Sunstrider,12,Anão,Paladino,12,17,8,17,15,19
Voss Spellweaver,10,Dragonborn,Paladino,8,12,11,13,9,15
Brem Hallowtide,1,Humano,Guerreiro,10,19,17,19,11,14
Elminster Ironfist,10,Gnomo,Feiticeiro,12,14,16,8,17,9
Karlach Stormwind,12,Gnomo,Bardo,13,13,19,13,8,8
Barcus Ansur,1,Meio-Elfo,Clérigo,8,12,11,16,9,9
Bex Del'Vyre,4,Githyanki,Monge,16,9,11,17,14,13
Rath Dekarios,2,Halfling,Monge,10,15,14,11,8,9
Zevlor Silverfrond,11,Humano,Paladino,17,14,18,17,19,17
Omeluum Cliffgate,7,Tiefling,Monge,10,13,16,8,8,11
Viconia Bloodaxe,2,Orc,Mago,18,12,14,18,9,17
Orin Ravengard,10,Meio-Elfo,Feiticeiro,9,12,8,16,11,10
Alfira Shadowdancer,2,Orc,Druida,15,16,8,11,14,13
Halsin Firebrand,5,Orc,Patrulheiro,10,8,11,9,11,19
Dror Firebrand,4,Anão,Druida,13,16,11,8,12,19
Karlach Dekarios,8,Gnomo,Druida,9,13,8,10,11,15
Karlach Stoutbeard,4,Dragonborn,Druida,14,11,13,14,11,18
Aradin Shadowdancer,12,Anão,Guerreiro,11,17,17,18,16,13
Dammon Shadowdancer,6,Githyanki,Clérigo,16,14,9,17,13,9
Jaheira Dekarios,5,Dragonborn,Patrulheiro,17,16,18,9,19,12
Minthara Silverfrond,11,Orc,Feiticeiro,16,12,12,16,10,18
Sazza Silverfrond,2,Orc,Patrulheiro,14,12,15,19,13,13
Dammon Anchev,11,Gnomo,Druida,19,15,10,18,14,16
Dror Del'Vyre,12,Tiefling,Patrulheiro,15,14,16,9,14,13
Elminster Windrunner,8,Dragonborn,Feiticeiro,10,15,14,12,15,17
Zevlor Stoutbeard,2,Elfo,Feiticeiro,18,18,16,15,11,12
Jaheira Sunstrider,9,Halfling,Paladino,12,19,8,19,8,8
Rath Firebrand,9,Tiefling,Mago,9,17,12,17,13,17
Roah Ironfist,3,Dragonborn,Clérigo,17,9,19,15,15,12
Minsc Brightwood,4,Halfling,Monge,14,16,10,10,12,12
Shadowheart Hallowtide,8,Meio-Elfo,Mago,15,10,11,9,10,13
Orin Silverfrond,9,Gnomo,Paladino,16,13,11,16,11,14
Gale Anchev,3,Halfling,Guerreiro,18,13,18,10,15,11
Omeluum Stoutbeard,5,Dragonborn,Clérigo,18,9,19,15,13,14
Wyll Hallowtide,11,Githyanki,Guerreiro,14,19,14,9,12,12
Gortash Sunstrider,8,Githyanki,Bruxo,17,14,17,10,16,13
Roah Moonbreeze,3,Gnomo,Ladino,17,16,18,8,17,11
Minthara Darkweaver,7,Anão,Guerreiro,15,19,15,18,10,19
Bex Hallowtide,11,Anão,Bardo,19,17,18,13,14,15
Omeluum Swiftfoot,8,Githyanki,Ladino,16,18,17,14,16,16
Sarevok Nightbreeze,10,Anão,Feiticeiro,13,8,12,11,18,9
Nere Shadowdancer,11,Dragonborn,Druida,19,15,19,8,18,19
Rath Del'Vyre,3,Githyanki,Feiticeiro,19,9,17,10,19,18
Shadowheart Swiftfoot,2,Halfling,Druida,17,8,14,16,11,11
Ketheric Cliffgate,10,Gnomo,Mago,9,15,10,12,17,18
Dammon Stormwind,7,Meio-Elfo,Paladino,9,9,10,13,17,15
Zevlor Stormwind,12,Halfling,Patrulheiro,11,13,10,11,10,15
Bhaal Ravengard,9,Halfling,Ladino,16,13,19,8,8,16
Dammon Stonefoot,1,Elfo,Monge,14,12,11,12,16,10
Dammon Hallowtide,3,Orc,Clérigo,9,15,13,12,8,8
Raphael Anchev,5,Gnomo,Bruxo,15,10,12,12,9,16
Viconia Ironfist,3,Githyanki,Feiticeiro,18,17,15,13,16,8
Minthara Silverfrond,1,Tiefling,Paladino,14,11,19,18,12,10
Orin Starseeker,7,Dragonborn,Paladino,16,14,12,9,11,10
Elminster Ravengard,7,Elfo,Bruxo,15,14,18,8,16,16
Rath Cliffgate,10,Githyanki,Monge,10,19,19,9,16,8
