nome_personagem,classe,raca,nivel,forca,destreza,constituicao,inteligencia,sabedoria,carisma
Personagem_1938,Bardo,Githyanki,8.0,8.0,14,8,12,9,11
Personagem_1939,Ladino,Elfo,1.0,7.0,18,15,10,8,11
Personagem_1940,Clérigo,Draconato,4.0,9.0,9,14,11,16,12
Personagem_1941,Guerreiro,Humano,6.0,17.0,15,16,9,8,10
Personagem_1942,Feiticeiro,Halfling,9.0,4.0,13,10,13,9,14
Personagem_1943,Feiticeiro,HUMANO,4.0,3.0,16,15,9,11,12
Personagem_1944,Patrulheiro,Githyanki,7.0,13.0,16,14,12,18,7
Personagem_1945,Feiticeiro,Halfling,1.0,10.0,13,16,8,10,17
Personagem_1946,Bardo,Elfo,4.0,10.0,14,8,10,7,17
Personagem_1947,Bardo,Halfling,4.0,10.0,15,11,11,11,18
Personagem_1948,Clérigo,Humano,9.0,13.0,9,14,8,17,6
Personagem_1949,Paladino,Anão,5.0,17.0,11,14,14,13,15
Personagem_1950,Druida,Elfo,9.0,9.0,14,15,11,14,8
Personagem_1951,Feiticeiro,Draconato,5.0,9.0,17,12,10,12,17
Personagem_1952,Bruxo,Elfo,1.0,10.0,9,11,9,12,17
Personagem_1953,Mago,Halfling,7.0,9.0,12,16,18,12,7
Personagem_1954,Patrulheiro,Humano,7.0,9.0,13,15,10,17,8
Personagem_1955,Patrulheiro,Githyanki,6.0,10.0,19,15,7,13,10
Personagem_1956,Bruxo,Draconato,8.0,10.0,11,13,10,9,16
Personagem_1957,Monge,Draconato,13.0,9.0,14,12,12,12,10
Personagem_1958,Bruxo,Halfling,5.0,8.0,12,11,9,10,13
Personagem_1959,Monge,Humano,14.0,8.0,16,9,5,16,9
Personagem_1960,Ladino,Humano,10.0,6.0,15,14,12,8,9
Personagem_1961,Mago,Draconato,5.0,10.0,15,13,13,12,11
Personagem_1962,Patrulheiro,Tiefling,1.0,8.0,13,17,4,12,13
Personagem_1963,Bruxo,Draconato,8.0,9.0,6,15,7,8,12
Personagem_1964,Ladino,Tiefling,11.0,6.0,14,14,14,13,14
Personagem_1965,Guerreiro,Githyanki,4.0,12.0,13,17,11,8,7
Personagem_1966,Druida,Draconato,6.0,9.0,11,12,8,16,10
Personagem_1967,Ladino,Elfo,4.0,11.0,17,15,12,8,16
Personagem_1968,Druida,Humano,5.0,11.0,11,11,10,19,9
Personagem_1969,Bruxo,Humano,11.0,9.0,13,13,7,11,18
Personagem_1970,Paladino,Elfo,8.0,17.0,13,13,8,12,17
Personagem_1971,Ladino,Tiefling,1.0,6.0,19,11,11,9,14
Personagem_1972,Mago,Halfling,5.0,4.0,13,10,16,12,12
Personagem_1973,Bruxo,Githyanki,8.0,8.0,11,15,11,9,14
Personagem_1974,Feiticeiro,Humano,2.0,4.0,12,16,8,9,17
Personagem_1975,Bardo,Githyanki,7.0,10.0,16,12,11,8,17
Personagem_1976,Ladino,Halfling,7.0,8.0,18,7,14,10,14
Personagem_1977,Mago,draconato,10.0,10.0,13,11,16,12,11
Personagem_1978,Guerreiro,Tiefling,9.0,15.0,13,15,9,10,9
Personagem_1979,Feiticeiro,Tiefling,9.0,5.0,11,13,12,9,16
Personagem_1980,Guerreiro,Tiefling,4.0,14.0,12,15,8,11,11
Personagem_1981,Bruxo,Tiefling,10.0,9.0,13,11,12,10,15
Personagem_1982,Bardo,Anão,12.0,8.0,12,10,11,5,17
Personagem_1983,Ladino,Draconato,2.0,9.0,17,13,10,7,12
Personagem_1984,Ladino,Draconato,6.0,10.0,14,16,14,9,11
Personagem_1985,Paladino,Humano,6.0,17.0,5,15,9,16,15
Personagem_1986,Patrulheiro,Anão,7.0,12.0,18,13,10,15,9
Personagem_1987,Paladino,Humano,5.0,14.0,11,14,11,10,13
Personagem_1988,Bruxo,Anão,5.0,12.0,14,12,10,7,14
Personagem_1989,Bruxo,Humano,7.0,11.0,12,18,8,9,15
Personagem_1990,Bardo,Tiefling,9.0,8.0,17,13,12,10,16
Personagem_1991,Paladino,Anão,8.0,16.0,10,12,11,10,17
Personagem_1992,Mago,Draconato,2.0,7.0,12,14,14,10,12
Personagem_1993,Mago,Elfo,2.0,8.0,12,14,18,15,10
Personagem_1994,Bardo,Tiefling,8.0,11.0,17,12,13,10,16
Personagem_1995,Patrulheiro,Tiefling,4.0,7.0,12,12,12,11,12
Personagem_1996,Mago,Tiefling,9.0,9.0,11,15,18,10,10
Personagem_1997,Monge, elfo ,6.0,9.0,16,12,7,15,13
Personagem_1998,Druida,Tiefling,5.0,7.0,12,15,12,14,9
Personagem_1999,Bardo,Elfo,10.0,11.0,14,10,9,10,17
Personagem_2000,Bardo,Halfling,3.0,6.0,15,13,12,8,15
Personagem_2001,Clérigo,Tiefling,8.0,10.0,7,13,12,17,12
Personagem_2002,Feiticeiro,Tiefling,7.0,4.0,12,13,7,7,14
Personagem_2003,Feiticeiro,Githyanki,3.0,8.0,17,16,8,13,18
Personagem_2004,Monge,Tiefling,3.0,13.0,15,11,7,19,5
Personagem_2005,Paladino,HUMANO,4.0,16.0,6,17,6,10,16
Personagem_2006,Bruxo,Humano,9.0,8.0,12,11,7,9,17
Personagem_2007,Bruxo,Elfo,4.0,12.0,11,13,8,7,17
Personagem_2008,Guerreiro,Anão,2.0,15.0,14,17,9,9,9
Personagem_2009,Monge,Anão,25.0,11.0,16,12,9,18,8
Personagem_2010,Bardo,Githyanki,6.0,11.0,14,8,11,11,16
Personagem_2011,Monge,Draconato,7.0,9.0,15,14,10,16,6
Personagem_2012,Monge,Humano,8.0,8.0,15,13,7,14,8
Personagem_2013,Monge,Githyanki,7.0,11.0,15,15,5,16,9
Personagem_2014,Feiticeiro,Draconato,5.0,7.0,9,13,9,10,15
Personagem_2015,Monge,Draconato,12.0,13.0,13,13,10,17,13
Personagem_2016,Patrulheiro,Anão,5.0,14.0,14,13,9,15,9
Personagem_2017,Druida,Anão,7.0,,11,12,10,15,10
Personagem_2018,Bruxo,Anão,4.0,10.0,16,13,12,10,17
Personagem_2019,Guerreiro,Halfling,3.0,14.0,12,14,10,15,12
Personagem_2020,Druida,Anão,4.0,10.0,6,14,11,16,9
Personagem_2021,Guerreiro,Anão,6.0,16.0,12,17,10,11,11
Personagem_2022,Clérigo,Elfo,8.0,11.0,12,13,8,17,11
Personagem_2023,Guerreiro,Halfling,9.0,18.0,12,15,6,10,10
Personagem_2024,Bruxo,Tiefling,5.0,11.0,15,11,11,11,20
Personagem_2025,Bruxo,Draconato,9.0,8.0,12,14,11,8,16
Personagem_2026,Monge,Draconato,8.0,9.0,15,11,12,12,10
Personagem_2027,Ladino,Elfo,1.0,9.0,17,14,10,6,12
Personagem_2028,Clérigo,Anão,8.0,10.0,11,15,12,16,12
Personagem_2029,Patrulheiro,Draconato,7.0,12.0,17,9,9,14,8
Personagem_2030,Bardo,Draconato,4.0,9.0,15,11,11,10,18
Personagem_2031,Mago,Draconato,6.0,8.0,14,14,16,10,10
Personagem_2032,Guerreiro,Draconato,1.0,19.0,13,15,6,7,10
Personagem_2033,Ladino,,7.0,10.0,18,13,15,11,14
Personagem_2034,Monge,Elfo,6.0,9.0,15,13,12,12,8
Personagem_2035,Feiticeiro,,6.0,3.0,12,11,7,10,15
Personagem_2036,Bardo,Halfling,5.0,11.0,17,13,12,12,18
Personagem_2037,Paladino,Humano,5.0,17.0,10,14,10,9,18
Personagem_2038,Ladino,Anão,4.0,9.0,16,10,12,13,14
Personagem_2039,Feiticeiro,Draconato,6.0,9.0,150,12,11,11,14
Personagem_2040,Clérigo,Draconato,9.0,12.0,9,12,8,17,13
Personagem_2041,Monge,Elfo,4.0,12.0,16,14,6,18,8
Personagem_2042,Bardo,Humano,3.0,7.0,15,13,15,11,14
Personagem_2043,Bardo,Humano,5.0,11.0,14,11,11,12,16
Personagem_2044,Bardo,Humano,4.0,6.0,15,14,11,10,17
Personagem_2045,Clérigo,Humano,9.0,14.0,13,14,6,18,8
Personagem_2046,Guerreiro,Githyanki,7.0,15.0,14,16,8,11,7
Personagem_2047,Paladino,Draconato,10.0,19.0,9,12,8,11,14
Personagem_2048,Patrulheiro,Githyanki,13.0,12.0,17,12,12,14,9
Personagem_2049,Clérigo,Githyanki,2.0,13.0,8,14,12,20,13
Personagem_2050,Mago,Draconato,7.0,8.0,15,12,19,10,11
Personagem_2051,Paladino,Githyanki,9.0,16.0,8,13,6,11,17
Personagem_2052,Bruxo,Halfling,10.0,6.0,13,14,11,11,17
Personagem_2053,Monge,Elfo,1.0,14.0,19,15,9,16,9
Personagem_2054,Clérigo,Draconato,3.0,10.0,11,10,9,16,12
Personagem_2055,Feiticeiro,Elfo,10.0,11.0,15,13,7,11,19
Personagem_2056,Paladino,Githyanki,4.0,15.0,8,15,7,11,16
Personagem_2057,Mago,Draconato,6.0,10.0,12,14,17,12,8
Personagem_2058,Bruxo,Tiefling,4.0,12.0,12,14,10,11,19
Personagem_2059,Guerreiro,Humano,6.0,13.0,13,13,9,8,9
Personagem_2060,Feiticeiro,Tiefling,9.0,9.0,14,15,9,9,18
Personagem_2061,Paladino,Humano,7.0,17.0,9,11,12,10,15
Personagem_2062,Monge,Humano,6.0,9.0,14,7,8,20,11
Personagem_2063,Feiticeiro,,8.0,6.0,14,8,11,10,16
Personagem_2064,Bruxo,Draconato,6.0,7.0,15,12,11,11,15
Personagem_2065,Feiticeiro,Githyanki,2.0,9.0,12,10,6,10,15
Personagem_2066,Druida,Halfling,6.0,10.0,11,10,12,14,9
Personagem_2067,Patrulheiro,Humano,7.0,12.0,15,11,9,16,4
Personagem_2068,Ladino,Githyanki,7.0,3.0,18,11,13,12,9
Personagem_2069,Guerreiro,Tiefling,5.0,16.0,13,16,6,10,9
Personagem_2070,Bruxo,Tiefling,6.0,6.0,12,11,12,10,18
Personagem_2071,Patrulheiro,Githyanki,4.0,14.0,14,13,11,13,9
Personagem_2072,Patrulheiro,Draconato,9.0,12.0,19,10,11,16,7
Personagem_2073,Feiticeiro,Halfling,3.0,7.0,12,11,10,9,15
Personagem_2074,Ladino,Halfling,6.0,10.0,17,11,14,6,12
Personagem_2075,Patrulheiro,Githyanki,10.0,12.0,14,10,7,12,5
Personagem_2076,Ladino,Humano,2.0,7.0,15,14,13,11,14
Personagem_2077,Feiticeiro, elfo ,11.0,6.0,14,12,6,11,17
Personagem_2078,Monge,Anão,7.0,8.0,17,14,6,15,10
Personagem_2079,Druida,Tiefling,6.0,7.0,12,11,10,20,8
Personagem_2080,Patrulheiro,Draconato,3.0,11.0,16,13,9,16,10
Personagem_2081,Clérigo,Githyanki,7.0,14.0,9,11,12,19,11
Personagem_2082,Druida,Anão,7.0,10.0,10,10,13,15,9
Personagem_2083,Feiticeiro,Halfling,6.0,6.0,14,13,13,8,14
Personagem_2084,Guerreiro,Humano,9.0,17.0,9,16,10,9,6
Personagem_2085,Clérigo,Githyanki,4.0,16.0,10,14,9,20,12
Personagem_2086,Bruxo,Githyanki,5.0,9.0,12,13,10,9,18
Personagem_2087,Druida,Humano,4.0,9.0,13,13,12,16,6
Personagem_2088,Feiticeiro,   anão,4.0,5.0,17,11,8,11,14
Personagem_2089,Druida,Halfling,8.0,9.0,10,13,14,15,5
Personagem_2090,Patrulheiro,Elfo,8.0,11.0,17,12,8,16,6
Personagem_2091,Clérigo,Githyanki,10.0,15.0,8,14,9,16,12
Personagem_2092,Mago,Humano,4.0,7.0,13,16,13,8,11
Personagem_2093,Paladino,Halfling,6.0,19.0,11,11,7,12,17
Personagem_2094,Druida,Halfling,5.0,12.0,13,12,13,19,8
Personagem_2095,Bruxo,Elfo,6.0,10.0,14,14,11,3,16
Personagem_2096,Bruxo,Halfling,6.0,8.0,12,16,11,11,16
Personagem_2097,Bardo,Humano,7.0,11.0,150,15,11,6,14
Personagem_2098,Druida,Halfling,4.0,10.0,10,14,11,14,9
Personagem_2099,Paladino,Humano,4.0,15.0,10,15,10,12,18
Personagem_2100,Monge,Humano,2.0,10.0,12,13,10,14,7
Personagem_2101,Patrulheiro,Halfling,3.0,11.0,15,14,8,14,12
Personagem_2102,Ladino,Halfling,5.0,10.0,16,12,13,7,8
Personagem_2103,Paladino,,7.0,16.0,9,14,8,9,15
Personagem_2104,Ladino,Tiefling,3.0,8.0,18,7,12,9,15
Personagem_2105,Ladino,Humano,4.0,5.0,17,13,12,10,13
Personagem_2106,Mago,Anão,1.0,5.0,13,14,16,12,11
Personagem_2107,Bardo,Tiefling,5.0,6.0,14,13,11,9,17
Personagem_2108,Paladino,Draconato,7.0,13.0,9,15,8,10,15
Personagem_2109,Paladino,,1.0,16.0,6,12,6,8,14
Personagem_2110,Mago,Githyanki,5.0,6.0,17,12,15,15,11
Personagem_2111,Druida,Elfo,10.0,11.0,16,12,14,15,7
Personagem_2112,Druida,Anão,14.0,10.0,12,11,9,16,5
Personagem_2113,Druida,Tiefling,6.0,7.0,11,10,12,19,8
Personagem_2114,Guerreiro,Humano,6.0,19.0,11,15,10,10,11
Personagem_2115,Ladino,Humano,2.0,5.0,18,12,9,11,11
Personagem_2116,Guerreiro,Githyanki,4.0,14.0,11,15,6,7,5
Personagem_2117,Bardo,Githyanki,4.0,9.0,150,10,12,15,13
Personagem_2118,Mago,Tiefling,5.0,6.0,10,14,16,13,13
Personagem_2119,Paladino,Halfling,2.0,18.0,11,15,9,6,15
Personagem_2120,Patrulheiro,Anão,3.0,9.0,17,12,8,13,10
Personagem_2121,Ladino,Tiefling,4.0,10.0,17,13,14,10,16
Personagem_2122,Guerreiro,Tiefling,9.0,15.0,12,17,9,7,10
Personagem_2123,Guerreiro,Anão,10.0,17.0,14,14,9,11,11
Personagem_2124,Feiticeiro,Tiefling,5.0,9.0,14,14,11,8,20
Personagem_2125,Guerreiro,Draconato,5.0,20.0,14,15,11,10,13
Personagem_2126,Monge,Elfo,6.0,9.0,15,12,11,16,7
Personagem_2127,Paladino,Githyanki,3.0,16.0,9,15,6,8,16
Personagem_2128,Monge,Githyanki,4.0,11.0,16,16,6,16,6
Personagem_2129,Paladino,Githyanki,10.0,15.0,7,12,8,10,17
Personagem_2130,Mago,Halfling,10.0,12.0,16,12,17,11,7
Personagem_2131,Paladino,Humano,1.0,16.0,7,10,8,11,19
Personagem_2132,Monge,Tiefling,25.0,15.0,14,12,6,17,7
Personagem_2133,Paladino,Humano,7.0,16.0,9,13,10,7,17
Personagem_2134,Mago,Githyanki,9.0,3.0,8,13,16,10,7
Personagem_2135,Mago,Elfo,8.0,7.0,13,14,14,11,11
Personagem_2136,Bardo,Githyanki,3.0,11.0,16,12,10,9,14
Personagem_2137,Paladino,Anão,1.0,15.0,10,15,5,11,13
Personagem_2138,Patrulheiro,Anão,4.0,12.0,18,13,13,15,10
Personagem_2139,Feiticeiro,Anão,9.0,11.0,13,14,10,11,17
Personagem_2140,Druida,Draconato,4.0,10.0,12,10,10,14,6
Personagem_2141,Bruxo,Halfling,8.0,8.0,10,18,12,8,16
Personagem_2142,Mago,Githyanki,7.0,9.0,11,14,15,12,9
Personagem_2143,Clérigo,Draconato,7.0,14.0,6,15,10,18,12
Personagem_2144,Druida,Githyanki,7.0,8.0,14,16,8,20,9
Personagem_2145,Ladino,Tiefling,6.0,11.0,19,14,10,10,10
Personagem_2146,Paladino,Githyanki,6.0,18.0,11,13,6,11,16
Personagem_2147,Monge,Tiefling,7.0,12.0,19,11,8,16,7
Personagem_2148,Bruxo,Anão,5.0,10.0,14,12,13,9,15
Personagem_2149,Clérigo,Humano,6.0,15.0,9,15,8,18,11
Personagem_2150,Druida,Humano,11.0,12.0,13,13,10,17,7
Personagem_2151,Paladino,Draconato,5.0,18.0,10,15,13,13,19
Personagem_2152,Bardo,Draconato,3.0,9.0,15,13,9,7,18
Personagem_2153,Ladino,Halfling,3.0,12.0,15,9,12,13,14
Personagem_2154,Bruxo,Elfo,8.0,14.0,15,13,7,14,16
Personagem_2155,Feiticeiro,Halfling,1.0,,14,14,7,11,14
Personagem_2156,Bardo,Anão,2.0,6.0,16,10,13,6,16
Personagem_2157,Clérigo,Elfo,4.0,13.0,10,12,10,19,11
Personagem_2158,Bruxo,Humano,2.0,10.0,15,15,9,10,17
Personagem_2159,Bardo,Humano,5.0,8.0,14,11,14,10,18
Personagem_2160,Ladino,Halfling,11.0,9.0,16,13,10,8,10
Personagem_2161,Feiticeiro,Tiefling,2.0,8.0,12,12,9,14,18
Personagem_2162,Bardo,Anão,3.0,7.0,18,11,9,12,17
Personagem_2163,Guerreiro,Anão,5.0,14.0,11,14,10,7,10
Personagem_2164,Feiticeiro,Draconato,4.0,8.0,14,13,7,11,13
Personagem_2165,Clérigo,Draconato,10.0,13.0,11,11,11,13,8
Personagem_2166,Ladino,Tiefling,3.0,8.0,13,12,13,9,12
Personagem_2167,Patrulheiro,Tiefling,8.0,11.0,15,13,5,17,5
Personagem_2168,Paladino,Draconato,3.0,16.0,9,13,11,6,17
Personagem_2169,Monge,Halfling,8.0,9.0,19,13,7,16,7
Personagem_2170,Monge,Tiefling,6.0,13.0,20,15,7,15,11
Personagem_2171,Monge,Elfo,5.0,11.0,16,16,10,17,9
Personagem_2172,Bruxo,Elfo,4.0,6.0,13,12,11,12,20
Personagem_2173,Clérigo,Githyanki,6.0,11.0,9,12,14,17,13
Personagem_2174,Ladino,Humano,6.0,11.0,18,12,12,10,12
Personagem_2175,Feiticeiro,Tiefling,11.0,7.0,16,11,9,11,17
Personagem_2176,Bruxo,Halfling,6.0,7.0,12,11,9,10,17
Personagem_2177,Clérigo,Humano,4.0,14.0,11,12,9,18,13
Personagem_2178,Paladino,Tiefling,3.0,16.0,12,16,9,11,20
Personagem_2179,Guerreiro,Tiefling,4.0,17.0,11,15,10,10,14
Personagem_2180,Ladino,draconato,2.0,10.0,17,13,10,12,14
Personagem_2181,Monge,Humano,7.0,11.0,16,11,7,16,6
Personagem_2182,Bardo,Tiefling,9.0,9.0,14,11,9,9,16
Personagem_2183,Patrulheiro,Humano,,11.0,15,14,9,15,11
Personagem_2184,Ladino,Tiefling,1.0,11.0,15,18,13,9,12
Personagem_2185,Mago,Elfo,4.0,6.0,12,12,20,12,12
Personagem_2186,Clérigo,Anão,7.0,15.0,10,16,12,16,9
Personagem_2187,Druida,Elfo,7.0,8.0,14,16,13,17,7
Personagem_2188,Paladino,Elfo,7.0,14.0,11,15,10,12,16
Personagem_2189,Guerreiro,Humano,8.0,17.0,11,18,9,10,9
Personagem_2190,Paladino,Elfo,4.0,17.0,7,14,10,9,14
Personagem_2191,Ladino,Tiefling,11.0,7.0,16,12,10,6,12
Personagem_2192,Druida,Elfo,2.0,8.0,9,16,11,13,6
Personagem_2193,Mago,Anão,5.0,8.0,10,11,13,13,7
Personagem_2194,Feiticeiro,Humano,10.0,9.0,13,11,7,8,15
Personagem_2195,Bardo,Githyanki,5.0,5.0,13,10,10,9,17
Personagem_2196,Druida,Githyanki,6.0,11.0,10,15,8,17,7
Personagem_2197,Clérigo,Githyanki,11.0,14.0,11,11,11,18,10
Personagem_2198,Monge,HUMANO,8.0,9.0,16,13,8,15,10
Personagem_2199,Mago,Tiefling,4.0,9.0,11,13,17,8,9
Personagem_2200,Bardo,Tiefling,7.0,7.0,15,12,14,8,15
Personagem_2201,Patrulheiro,Halfling,4.0,11.0,17,11,7,14,11
Personagem_2202,Guerreiro,Draconato,9.0,14.0,13,13,7,10,9
Personagem_2203,Monge,Githyanki,4.0,9.0,15,10,9,15,9
Personagem_2204,Ladino,Githyanki,10.0,10.0,18,11,12,12,12
Personagem_2205,Druida,Elfo,6.0,10.0,12,11,9,17,10
Personagem_2206,Bardo,Githyanki,5.0,8.0,16,9,12,11,16
Personagem_2207,Bruxo,Tiefling,4.0,9.0,10,17,13,8,20
Personagem_2208,Feiticeiro,HUMANO,6.0,7.0,10,13,8,7,18
Personagem_2209,Patrulheiro,Elfo,10.0,10.0,19,13,9,14,8
Personagem_2210,Feiticeiro,Halfling,7.0,8.0,12,9,9,10,16
Personagem_2211,Mago,Humano,4.0,8.0,17,10,17,13,8
Personagem_2212,Guerreiro,Humano,10.0,17.0,12,16,7,12,11
Personagem_2213,Mago,Anão,1.0,8.0,13,8,16,12,9
Personagem_2214,Bruxo,Githyanki,7.0,8.0,14,13,10,10,17
Personagem_2215,Clérigo,Githyanki,9.0,15.0,9,14,7,16,14
Personagem_2216,Guerreiro,Humano,11.0,17.0,12,18,10,13,5
Personagem_2217,Paladino,Humano,8.0,16.0,3,17,6,9,15
Personagem_2218,Clérigo,Halfling,7.0,13.0,5,13,10,16,9
Personagem_2219,Guerreiro,Tiefling,8.0,17.0,15,13,11,8,14
Personagem_2220,Guerreiro,Halfling,3.0,11.0,14,15,9,11,12
Personagem_2221,Bruxo,Anão,6.0,7.0,11,14,9,8,14
Personagem_2222,Ladino,Elfo,4.0,,19,13,10,11,12
Personagem_2223,Bruxo,Elfo,7.0,6.0,12,15,11,9,16
Personagem_2224,Guerreiro,Githyanki,5.0,16.0,17,12,7,9,9
Personagem_2225,Bardo,Tiefling  ,4.0,9.0,14,14,9,11,19
Personagem_2226,Clérigo,Anão,11.0,15.0,8,13,6,15,15
Personagem_2227,Bruxo,Halfling,3.0,12.0,14,14,12,10,16
Personagem_2228,Ladino,Elfo,2.0,8.0,16,13,16,11,12
Personagem_2229,Druida,Tiefling,6.0,8.0,13,12,10,16,9
Personagem_2230,Mago,Draconato,2.0,8.0,15,12,17,15,14
Personagem_2231,Guerreiro,Halfling,8.0,15.0,15,20,7,7,10
Personagem_2232,Paladino,Elfo,9.0,19.0,11,16,11,11,15
Personagem_2233,Druida,Tiefling,13.0,9.0,11,13,9,14,9
Personagem_2234,Feiticeiro,Elfo,6.0,8.0,15,13,6,8,18
Personagem_2235,Monge,Tiefling,7.0,11.0,17,16,10,13,6
Personagem_2236,Ladino,Anão,5.0,6.0,17,14,13,12,13
Personagem_2237,Paladino,Elfo,6.0,19.0,12,14,10,16,16
Personagem_2238,Monge,Githyanki,4.0,12.0,17,10,10,14,8
Personagem_2239,Ladino,Draconato,1.0,11.0,13,16,10,9,9
Personagem_2240,Bardo,Anão,7.0,7.0,10,11,8,10,12
Personagem_2241,Mago,Tiefling,6.0,7.0,12,13,17,14,6
Personagem_2242,Druida,Anão,6.0,12.0,11,11,12,20,9
Personagem_2243,Clérigo,Elfo,5.0,10.0,16,16,10,19,13
Personagem_2244,Ladino,Humano,3.0,8.0,18,13,12,9,13
Personagem_2245,Clérigo,Elfo,4.0,15.0,12,16,9,17,9
Personagem_2246,Mago,Githyanki,6.0,6.0,14,13,16,15,9
Personagem_2247,Guerreiro,Elfo,1.0,15.0,15,16,12,9,8
Personagem_2248,Feiticeiro,Anão,10.0,8.0,16,8,10,9,17
Personagem_2249,Druida,Elfo,1.0,9.0,9,13,13,14,8
Personagem_2250,Mago,Tiefling,9.0,9.0,15,11,15,12,9
Personagem_2251,Mago,Humano,6.0,10.0,15,12,18,11,15
Personagem_2252,Bardo,Draconato,10.0,9.0,14,13,11,7,15
Personagem_2253,Monge,Anão,9.0,12.0,14,12,7,16,6
Personagem_2254,Feiticeiro,Humano,1.0,9.0,12,14,8,14,18
Personagem_2255,Druida,Draconato,1.0,11.0,11,13,8,16,9
Personagem_2256,Guerreiro,Draconato,2.0,20.0,10,17,14,11,14
Personagem_2257,Guerreiro,Elfo,1.0,20.0,15,13,9,9,9
Personagem_2258,Bruxo,Githyanki,5.0,14.0,16,12,12,9,17
Personagem_2259,Mago,Githyanki,12.0,4.0,16,12,15,9,9
Personagem_2260,Ladino,Elfo,4.0,5.0,17,9,9,11,12
Personagem_2261,Bardo,Anão,7.0,11.0,13,8,12,6,16
Personagem_2262,Feiticeiro,Halfling,7.0,9.0,13,13,10,13,14
Personagem_2263,Guerreiro,Humano,9.0,17.0,10,14,12,12,10
Personagem_2264,Druida,Draconato,6.0,13.0,12,12,10,20,9
Personagem_2265,Bruxo,Githyanki,6.0,5.0,11,12,11,9,12
Personagem_2266,Druida,Tiefling,3.0,12.0,13,13,10,19,11
Personagem_2267,Bardo,Draconato,9.0,8.0,14,9,13,9,18
Personagem_2268,Ladino,Draconato,8.0,8.0,18,13,9,13,15
Personagem_2269,Bruxo,Anão,8.0,13.0,12,11,12,10,17
Personagem_2270,Bruxo,Draconato,6.0,11.0,13,14,13,9,17
Personagem_2271,Monge,Halfling,3.0,13.0,17,14,9,16,8
Personagem_2272,Feiticeiro,Humano,6.0,10.0,12,9,11,10,17
Personagem_2273,Bruxo,Tiefling,9.0,9.0,12,16,13,8,17
Personagem_2274,Patrulheiro,Halfling,1.0,10.0,12,9,11,13,7
Personagem_2275,Monge,Anão,1.0,11.0,18,11,4,15,11
Personagem_2276,Monge,Githyanki,7.0,14.0,15,14,9,16,8
Personagem_2277,Bardo,Anão,3.0,8.0,16,14,10,11,16
Personagem_2278,Patrulheiro,Tiefling,6.0,11.0,15,18,8,13,10
Personagem_2279,Clérigo,Draconato,6.0,8.0,9,12,8,16,9
Personagem_2280,Druida,Githyanki,5.0,11.0,11,11,7,18,10
Personagem_2281,Ladino,Anão,7.0,8.0,15,16,16,9,12
Personagem_2282,Paladino,Tiefling,9.0,16.0,11,14,9,11,17
Personagem_2283,Druida,Tiefling,14.0,10.0,8,8,12,17,11
Personagem_2284,Bruxo,Elfo,4.0,8.0,15,13,12,8,14
Personagem_2285,Ladino,Tiefling,6.0,8.0,12,15,15,11,13
Personagem_2286,Guerreiro,,3.0,18.0,12,14,10,7,9
Personagem_2287,Clérigo,Draconato,2.0,12.0,7,12,9,12,11
Personagem_2288,Guerreiro,Halfling,4.0,19.0,11,13,9,7,8
Personagem_2289,Patrulheiro,Githyanki,10.0,17.0,14,14,9,15,11
Personagem_2290,Guerreiro,Githyanki,3.0,15.0,15,15,8,11,12
Personagem_2291,Feiticeiro,Draconato,8.0,10.0,12,13,8,9,18
Personagem_2292,Druida, elfo ,1.0,11.0,9,11,7,18,7
Personagem_2293,Paladino,Tiefling,7.0,16.0,11,11,8,8,17
Personagem_2294,Bardo,Anão,10.0,11.0,15,12,9,9,19
Personagem_2295,Paladino,Draconato,9.0,15.0,9,17,10,14,18
Personagem_2296,Guerreiro,Elfo,3.0,14.0,17,17,6,8,7
Personagem_2297,Bruxo,Tiefling,9.0,8.0,16,12,8,8,19
Personagem_2298,Clérigo,Elfo,1.0,15.0,12,13,9,15,9
Personagem_2299,Mago,Draconato,12.0,13.0,17,13,16,10,8
Personagem_2300,Paladino,Githyanki,4.0,20.0,8,14,11,14,14
Personagem_2301,Guerreiro,Elfo,5.0,16.0,12,15,10,6,6
Personagem_2302,Clérigo,Draconato,4.0,12.0,9,14,11,16,16
Personagem_2303,Ladino,Githyanki,8.0,9.0,17,13,8,9,15
Personagem_2304,Druida,Githyanki,18.0,12.0,13,15,13,18,8
Personagem_2305,Monge,Anão,7.0,10.0,12,12,9,15,5
Personagem_2306,Feiticeiro,Elfo,7.0,7.0,12,11,8,7,16
Personagem_2307,Clérigo,Draconato,4.0,12.0,13,17,11,16,10
Personagem_2308,Bruxo,Tiefling,6.0,8.0,14,11,9,12,19
Personagem_2309,Patrulheiro,Elfo,9.0,11.0,15,14,5,17,10
Personagem_2310,Bruxo,Draconato,11.0,9.0,12,13,11,11,15
Personagem_2311,Clérigo,Humano,4.0,11.0,6,12,11,19,10
Personagem_2312,Bruxo,Halfling,1.0,8.0,12,13,10,8,16
Personagem_2313,Druida,Anão,3.0,11.0,12,13,10,16,10
Personagem_2314,Bruxo,,11.0,5.0,12,13,9,8,17
Personagem_2315,Paladino,Tiefling,4.0,14.0,9,17,10,9,16
Personagem_2316,Monge, elfo ,5.0,10.0,16,11,9,16,8
Personagem_2317,Bruxo,Tiefling,4.0,8.0,11,14,9,8,15
Personagem_2318,Monge,Tiefling,8.0,11.0,17,8,6,16,9
